  14 
 373  221 r3   #376  221 r3  # Lake IJssel East topo placing
 259  176 r4   #259  178 r4  # Lake IJssel West 
 703  318 r14  # Cleveringsluizen 
 206  246 r17  # DeSchans 
 225  256 r19  # Dijkmanshuizen 
 244  310 r24  # Eierland 
 419  268 r29  # Harlingen 
 180  212 r30  # Helsdeur 
 240  276 r34  # Krassekeet 
 507  317 r37  # Miedema 
 179  199 r42  # Oostoever 
 196  242 r44  # PrinsHendrik 
 431  283 r45  # Ropta 
 228  261 r53  # Zandkes 
